tweet;0.0;Neutro
Press We want the reform of the social security of Paulo Guedes without dehydration we want to prevent the trail;0.03333333333333333;Neutro
EPTV congratulations for impartiality showing the protest against the reform of social security but showed nothing about last Sunday's demonstrations against the STF and in favor of Lava Jato EPTV Pulled from Globo Media Globes Globoesgotodatv;0.016666666666666666;Neutro
dep Paulinho you are a scoundrel against the reform of social security only so as not to remembered Bolsonaro the people who fuck;-0.12222222222222223;Neutro
In another scam of the center that great front against Brazil a project of reform of the alternative social security and presented Rodrigo Maia subscribes to the slutty;0.24444444444444446;Neutro
They think the goal is to be free and shit for the goal of education so much that I had to go hidden from my parents to them not to fill my bag because I was there for education and not by the equal squid of the social security reform that stuck itSince it was supposed to be only;0.038095238095238106;Neutro
I also support the reform of social security for the future of our children USapoionovaparvidencia;0.016666666666666666;Neutro
Vote the MP accelerate the renovation of Paulo Guedes's social security and vote for the Moro's anti -criminal package is not irresponsible wanting protagonism while Brazil is standing for its incompetence and maran integrationozozozolbolbolbolbolishobolsonaro;-0.18333333333333335;Neutro
I really liked it for a sincere and respectful thoughtful and respectful wisdom on the point of view of the lack of articulation of the Plateau with Congress showed that the government is far from the votes necessary to approve the reform of social security;0.32916666666666666;Neutro
NovaPrevidencia Reformed Preview New Previdenciance Approvedaaaaaaaaa to Vitoria and Brazil Live Our President Jairbolsonaro;0.13636363636363635;Neutro
Federal Senate The backwardness of Brazil Bolsonaro is with you Senate holds the security reform of the country;0.0;Neutro
Congratulations to know your responsibility with the necessary and urgent reform of the social security for the direction of the development and progress for the present and future generations without the vies of electoral interests;0.008333333333333333;Neutro
Accompany this Globolixo Fucking Transmission and you davialcolumbre should be ashamed and vote soon the reform of social security instead of flattering that is as you act against the progress of the absurd nation;-0.35555555555555557;Neutro
We want to approve the Reform Reform Reform Vote Yes;0.0;Neutro
When the subject and cultural war and civil war are all here to defend the reform of the social security.;-0.011111111111111106;Neutro
Your ridiculous and will of the people The reform of the preventatives of the people has to approve this reform as fast as possible;-0.04444444444444443;Neutro
I'm sure they already know everything will be waiting for the right time to do with some foreign personality in collusion with the left of Brazil sitting awaiting more important and pass the social security reform;0.22772108843537414;Neutro
I'm thinking here about the necessary reform of social security and I clearly realize that the poor will not be privileged anything and I will mention here the points I have been reading and that will not benefit in;-0.06666666666666667;Neutro
